audio_path,text,emotion,split
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav,No.  There's regular jobs on there.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,Uh huh.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav,I'm just saying I have a friend that got a good job on it so I was just recommending it.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav,He's like a manager for a theatre.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav,He's like a house manager. Yeah.  It's a good job.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav,You did?,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav,Yeah.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav,You've been looking for a job for a long time; that was a long time ago.  Right?,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav,Hmm.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav,I don't know.  He had a really good resume I guess and--,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav,Yeah.  Do you have a resume?,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,It's kind of helpful when getting a job.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,"Yeah.  But the piece of paper helps, too.",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,"No.  But it has an outline, you know.",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,"I know.  Okay.  Well, um. Maybe--",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,Yeah.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,"Okay, yeah.  I would imagine.",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,maybe get a car.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,"I just, you know, think you should try a little harder maybe.",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,I didn't say that.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,"I am riding the bus, but by choice.",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,"To save the environment, carpool.",3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,Yes.  One less car at a time.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,Mmhmm.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,I don't think I'm anyone.,3,train
Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav,I- I-I didn't-- okay.,3,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav,Did you talk to him?,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav,Cried hard?,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F006.wav,[BREATHING],1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F008.wav,"He's dreaming about him again, walking the streets.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F011.wav,What do you mean a mistake?,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F014.wav,"What, can you prove it?  What proof do you have?  Can you prove it?",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F015.wav,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F016.wav,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav,Why?,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F020.wav,"Well, what do you want me to do?  You're old enough known your own business.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F023.wav,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F024.wav,"From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F025.wav,You're a considerate fellow.  There's nothing wrong in that.,3,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F026.wav,Did you ask Annie yet?,3,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F029.wav,I don't see why it has to be Annie.,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F030.wav,"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F031.wav,"He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F032.wav,"Do you know what that'll do to you, to your father, do you know?  I don't.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F035.wav,Are you crazy?,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F036.wav,You have a business here.  I said what the hell is this?,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F037.wav,"Oh, must you be inspired.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F039.wav,"Well, you don't want to think like that.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F040.wav,"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F041.wav,"Well, you don't think like that.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F042.wav,"I don't understand you, do I?",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F043.wav,"Well, I can see that.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M000.wav,He saw it.,3,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,3,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M003.wav,I don't know.  But he went back in the kitchen and he cried.,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M004.wav,No.  I figured I'd just let it wait.,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M005.wav,"Yeah, I could hear him crying through the floorboards in my room.",1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M006.wav,I don't know.,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M007.wav,I guess he is.,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M017.wav,I'm going to ask her to marry me.,3,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M020.wav,"See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M021.wav,She is not Larry's girl.,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M023.wav,To hell with that.,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M024.wav,"No, I wanted to get this all sorted out first.",1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M034.wav,Business?  The business doesn't inspire me.,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M035.wav,"Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M037.wav,"Yes, on this I would.",3,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M038.wav,Then help me stay here mom.,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M040.wav,Then help me stay.,1,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M041.wav,I am thinking like that.,2,train
Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M042.wav,"No, you don't.  I'm a pretty tough guy.",1,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F000.wav,Why did he invite her here?,2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F001.wav,It's been three and a half years.  Why all of a sudden?,2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F004.wav,"What is going on here, Joe?",2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F005.wav,The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.,2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F009.wav,"I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.",2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F011.wav,"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.",2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F012.wav,"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F013.wav,You above all have got to believe. Just don't stop believing.,2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M000.wav,"Well, maybe he wanted see her.",3,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M001.wav,"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",3,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M007.wav,And how do you know why she's waited.,3,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M015.wav,What does that mean? Me above all? What does that mean?,2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M016.wav,Look at you. You're shaking.,2,train
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M017.wav,"What the hell do you want from me, Kate?",2,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F000.wav,You okay?,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F001.wav,What's happened?,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F002.wav,You don't have to if you don't want to.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F003.wav,I'm sorry to hear that.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F004.wav,You've been taking care of it all?,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F005.wav,Oh Jesus.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F006.wav,He sick for awhile?,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F007.wav,Was it an accident?,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F008.wav,how was sick?,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F009.wav,"Well, I'm confused.  He was sick or it was an accident?",3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F010.wav,Oh. Really fast? Oh.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F011.wav,Yeah.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F012.wav,Yeah.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F013.wav,"Totally, yeah.",3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F014.wav,Mmhmm.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F015.wav,Lock,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F016.wav,Mmhmm.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F017.wav,The plans you make [GARBAGE].,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F018.wav,It leaves a hole for you too.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F019.wav,"It leaves a hole for you too, in your plans together.",3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F020.wav,It gets better.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F021.wav,Mmhmm.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F022.wav,MMhmm.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F023.wav,Mmhmm.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F024.wav,How long did you know each other?,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F025.wav,That's a long time.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F026.wav,It's good that you were there.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F027.wav,Yeah.,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F028.wav,Are there things you wish you'd done differently?,3,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M000.wav,"Yeah, I'm just-- yeah",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M001.wav,"Just kind of feel numb, you know.",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M002.wav,You didn't even hear?,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M003.wav,[BREATHING] Umm.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M004.wav,God I've told this story so many times. Umm.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M005.wav,I just...I just basically lost someone that was really close to me.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M006.wav,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M007.wav,"He kind of didn't have anyone to take care of that for him, so--",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M008.wav,It's just really...really messed up.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M009.wav,No.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M010.wav,Just like it.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M011.wav,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M012.wav,What?,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M013.wav,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M014.wav,It was kind of like boom... done,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M015.wav,It's just really weird because he was really young you know and it kind of like...,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M016.wav,--it just kind of freaks you out.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M017.wav,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M018.wav,"Exactly, you know, and like he had so many plans and he was going to do...",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M019.wav,"so many things, you know?",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M020.wav,What?,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M021.wav,Yeah.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M022.wav,"He was a really, really good guy.",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M023.wav,A lot of people loved him.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M024.wav,"You know, it's like affecting a lot of people it's not just me, you know?",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M025.wav,Umm...,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M026.wav,For like eight years.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M027.wav,Yeah.,1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M028.wav,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M029.wav,"So weird,",1,train
Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M030.wav,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",1,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F000.wav,Yeah.,3,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F001.wav,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F003.wav,Pinch hitting softball.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F004.wav,That is incredible.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F005.wav,That's amazing. They pay for everything?,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F006.wav,"Your housing, books, everything? That is incredible.",0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F007.wav,That is incredible. Do you get like a per diem?,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F008.wav,You should...You should look into that.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F009.wav,"That is amazing, congratulations. Good for you.",0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F010.wav,Oh.,3,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F011.wav,"Yeah, that you probably. You should see one of these Victorian houses around by.",0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F012.wav,Oh. Venice beach.,3,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F013.wav,"Oh, you don't like that. You're west-sider?",0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F014.wav,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F015.wav,I don't know. Commuting from what Malibu that would be ridiculous.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F016.wav,Oh yeah. He'd drop you right off at practice?,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F018.wav,They have those neon--softballs.  They're like day-glow you can see them anywhere.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F020.wav,Oh. That is incredible. Is it--,3,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F021.wav,"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F022.wav,Who do you play? Like do--are you like... nationally ranked?,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F023.wav,That is unbelievable.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F024.wav,I would put that right up there with--ping-pong.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F025.wav,I mean not to denigrate what you are doing.  I think that's great.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F026.wav,"No, no.  I love softball. I played softball all the time.",0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F027.wav,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F033.wav,You're like the rookie? The new kid.,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F034.wav,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M000.wav,Check this out.  You know how I've told you I've been really into like softball recently?,0,train
Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M001.wav,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",0,train
